filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,img_id,present_ramp,missing_ramp,obstacle,surface_prob,no_sidewalk,null,sv_image_x,sv_image_y
680_45.jpg,49558,{},3,0,"{""name"":""point"",""cx"":108,""cy"":389}","{""Present Curb Ramp"":""1\n""}",680,True,False,False,False,False,False,108,389
680_45.jpg,49558,{},3,1,"{""name"":""point"",""cx"":160,""cy"":389}","{""Present Curb Ramp"":""1""}",680,True,False,False,False,False,False,160,389
680_45.jpg,49558,{},3,2,"{""name"":""point"",""cx"":607,""cy"":453}","{""Present Curb Ramp"":""1""}",680,True,False,False,False,False,False,607,453
680_135.jpg,51194,{},6,0,"{""name"":""point"",""cx"":18,""cy"":475}","{""Present Curb Ramp"":""1""}",680,True,False,False,False,False,False,18,475
680_135.jpg,51194,{},6,1,"{""name"":""point"",""cx"":245,""cy"":413}","{""Present Curb Ramp"":""1""}",680,True,False,False,False,False,False,245,413
680_135.jpg,51194,{},6,2,"{""name"":""point"",""cx"":266,""cy"":392}","{""Obstacle"":""5""}",680,False,False,True,False,False,False,266,392
680_135.jpg,51194,{},6,3,"{""name"":""point"",""cx"":545,""cy"":373}","{""Obstacle"":""5""}",680,False,False,True,False,False,False,545,373
680_135.jpg,51194,{},6,4,"{""name"":""point"",""cx"":560,""cy"":389}","{""Present Curb Ramp"":""1\n""}",680,True,False,False,False,False,False,560,389
680_135.jpg,51194,{},6,5,"{""name"":""point"",""cx"":591,""cy"":374}","{""Obstacle"":""1\n""}",680,False,False,True,False,False,False,591,374
680_225.jpg,47450,{},4,0,"{""name"":""point"",""cx"":179,""cy"":411}","{""Surface Problem"":""1""}",680,False,False,False,True,False,False,179,411
680_225.jpg,47450,{},4,1,"{""name"":""point"",""cx"":427,""cy"":386}","{""Obstacle"":""3""}",680,False,False,True,False,False,False,427,386
680_225.jpg,47450,{},4,2,"{""name"":""point"",""cx"":520,""cy"":401}","{""Present Curb Ramp"":""1""}",680,True,False,False,False,False,False,520,401
680_225.jpg,47450,{},4,3,"{""name"":""point"",""cx"":540,""cy"":379}","{""Obstacle"":""3""}",680,False,False,True,False,False,False,540,379
680_315.jpg,51663,{},1,0,"{""name"":""point"",""cx"":281,""cy"":359}","{""Present Curb Ramp"":""1""}",680,True,False,False,False,False,False,281,359
877_225.jpg,39468,{},2,0,"{""name"":""point"",""cx"":416,""cy"":360}","{""Present Curb Ramp"":""1""}",877,True,False,False,False,False,False,416,360
877_225.jpg,39468,{},2,1,"{""name"":""point"",""cx"":581,""cy"":358}","{""Missing Curb Ramp"":""1""}",877,False,True,False,False,False,False,581,358
1042_45.jpg,45436,{},3,0,"{""name"":""point"",""cx"":281,""cy"":447}","{""Obstacle"":""3""}",1042,False,False,True,False,False,False,281,447
1042_45.jpg,45436,{},3,1,"{""name"":""point"",""cx"":90,""cy"":380}","{""Obstacle"":""1""}",1042,False,False,True,False,False,False,90,380
1042_45.jpg,45436,{},3,2,"{""name"":""point"",""cx"":69,""cy"":363}","{""Obstacle"":""2""}",1042,False,False,True,False,False,False,69,363
1042_135.jpg,38978,{},1,0,"{""name"":""point"",""cx"":526,""cy"":347}","{""Obstacle"":""2""}",1042,False,False,True,False,False,False,526,347
1042_315.jpg,46631,{},4,0,"{""name"":""point"",""cx"":75,""cy"":418}","{""Obstacle"":""3""}",1042,False,False,True,False,False,False,75,418
1042_315.jpg,46631,{},4,1,"{""name"":""point"",""cx"":298,""cy"":372}","{""Obstacle"":""3""}",1042,False,False,True,False,False,False,298,372
1042_315.jpg,46631,{},4,2,"{""name"":""point"",""cx"":319,""cy"":371}","{""Obstacle"":""3""}",1042,False,False,True,False,False,False,319,371
1042_315.jpg,46631,{},4,3,"{""name"":""point"",""cx"":354,""cy"":361}","{""Obstacle"":""3""}",1042,False,False,True,False,False,False,354,361
1205_45.jpg,61959,{},1,0,"{""name"":""point"",""cx"":173,""cy"":352}","{""Present Curb Ramp"":""1""}",1205,True,False,False,False,False,False,173,352
1205_135.jpg,59554,{},4,0,"{""name"":""point"",""cx"":90,""cy"":372}","{""Present Curb Ramp"":""1""}",1205,True,False,False,False,False,False,90,372
1205_135.jpg,59554,{},4,1,"{""name"":""point"",""cx"":184,""cy"":367}","{""Present Curb Ramp"":""1""}",1205,True,False,False,False,False,False,184,367
1205_135.jpg,59554,{},4,2,"{""name"":""point"",""cx"":341,""cy"":365}","{""Present Curb Ramp"":""1""}",1205,True,False,False,False,False,False,341,365
1205_135.jpg,59554,{},4,3,"{""name"":""point"",""cx"":118,""cy"":370}","{""Obstacle"":""4""}",1205,False,False,True,False,False,False,118,370
1908_45.jpg,45783,{},1,0,"{""name"":""point"",""cx"":162,""cy"":436}","{""Present Curb Ramp"":""2""}",1908,True,False,False,False,False,False,162,436
1908_135.jpg,45079,{},1,0,"{""name"":""point"",""cx"":392,""cy"":433}","{""Present Curb Ramp"":""2""}",1908,True,False,False,False,False,False,392,433
1908_225.jpg,41207,{},2,0,"{""name"":""point"",""cx"":446,""cy"":384}","{""Present Curb Ramp"":""1""}",1908,True,False,False,False,False,False,446,384
1908_225.jpg,41207,{},2,1,"{""name"":""point"",""cx"":530,""cy"":382}","{""Present Curb Ramp"":""1""}",1908,True,False,False,False,False,False,530,382
1908_315.jpg,40331,{},3,0,"{""name"":""point"",""cx"":399,""cy"":375}","{""Present Curb Ramp"":""2""}",1908,True,False,False,False,False,False,399,375
1908_315.jpg,40331,{},3,1,"{""name"":""point"",""cx"":193,""cy"":353}","{""Present Curb Ramp"":""2""}",1908,True,False,False,False,False,False,193,353
1908_315.jpg,40331,{},3,2,"{""name"":""point"",""cx"":215,""cy"":346}","{""Obstacle"":""1""}",1908,False,False,True,False,False,False,215,346
3613_225.jpg,74547,{},1,0,"{""name"":""point"",""cx"":433,""cy"":402}","{""Present Curb Ramp"":""3""}",3613,True,False,False,False,False,False,433,402
3613_315.jpg,53578,{},1,0,"{""name"":""point"",""cx"":191,""cy"":381}","{""Obstacle"":""1""}",3613,False,False,True,False,False,False,191,381
3914_45.jpg,66193,{},1,0,"{""name"":""point"",""cx"":474,""cy"":434}","{""Present Curb Ramp"":""2""}",3914,True,False,False,False,False,False,474,434
3914_225.jpg,56042,{},2,0,"{""name"":""point"",""cx"":67,""cy"":568}","{""Present Curb Ramp"":""1""}",3914,True,False,False,False,False,False,67,568
3914_225.jpg,56042,{},2,1,"{""name"":""point"",""cx"":107,""cy"":472}","{""Surface Problem"":""1""}",3914,False,False,False,True,False,False,107,472
4684_45.jpg,75047,{},2,0,"{""name"":""point"",""cx"":465,""cy"":371}","{""Present Curb Ramp"":""1""}",4684,True,False,False,False,False,False,465,371
